game_id,club_id,own_goals,own_position,own_manager_name,opponent_id,opponent_goals,opponent_position,opponent_manager_name,hosting,is_win
2470027,19771,0,8.0,Mustafa Reşit Akçay,2293,0,11.0,Aykut Kocaman,Home,0
2470032,524,0,12.0,Okan Buruk,820,2,9.0,İrfan Buz,Away,0
2470032,820,2,9.0,İrfan Buz,524,0,12.0,Okan Buruk,Home,1
2470034,141,2,2.0,Hamza Hamzaoğlu,19771,1,10.0,Mustafa Reşit Akçay,Home,1
2470034,19771,1,10.0,Mustafa Reşit Akçay,141,2,2.0,Hamza Hamzaoğlu,Away,0
2470035,2293,2,8.0,Aykut Kocaman,3216,0,4.0,Rıza Çalımbay,Home,1
2470035,3216,0,4.0,Rıza Çalımbay,2293,2,8.0,Aykut Kocaman,Away,0
2470043,141,5,2.0,Hamza Hamzaoğlu,2293,0,11.0,Aykut Kocaman,Away,1
2470043,2293,0,11.0,Aykut Kocaman,141,5,2.0,Hamza Hamzaoğlu,Home,0
2470044,820,1,9.0,İrfan Buz,19771,1,10.0,Mustafa Reşit Akçay,Away,0
2470044,19771,1,10.0,Mustafa Reşit Akçay,820,1,9.0,İrfan Buz,Home,0
2470045,114,1,1.0,Slaven Bilic,524,0,12.0,Okan Buruk,Away,1
2470045,524,0,12.0,Okan Buruk,114,1,1.0,Slaven Bilic,Home,0
2470050,820,5,8.0,İrfan Buz,2293,0,12.0,Aykut Kocaman,Home,1
2470050,2293,0,12.0,Aykut Kocaman,820,5,8.0,İrfan Buz,Away,0
2470052,141,3,2.0,Hamza Hamzaoğlu,3216,2,6.0,Rıza Çalımbay,Home,1
2470052,3216,2,6.0,Rıza Çalımbay,141,3,2.0,Hamza Hamzaoğlu,Away,0
2470056,126,0,17.0,Hikmet Karaman,524,1,10.0,Okan Buruk,Home,0
2470056,524,1,10.0,Okan Buruk,126,0,17.0,Hikmet Karaman,Away,1
2470058,126,4,16.0,Hikmet Karaman,19771,0,11.0,Mustafa Reşit Akçay,Away,1
2470058,19771,0,11.0,Mustafa Reşit Akçay,126,4,16.0,Hikmet Karaman,Home,0
2470061,114,2,1.0,Slaven Bilic,2293,1,13.0,Aykut Kocaman,Away,1
2470061,2293,1,13.0,Aykut Kocaman,114,2,1.0,Slaven Bilic,Home,0
2470062,20,2,5.0,Şenol Güneş,524,1,10.0,Okan Buruk,Away,1
2470062,524,1,10.0,Okan Buruk,20,2,5.0,Şenol Güneş,Home,0
2470065,141,1,3.0,Hamza Hamzaoğlu,820,1,7.0,İrfan Buz,Away,0
2470065,820,1,7.0,İrfan Buz,141,1,3.0,Hamza Hamzaoğlu,Home,0
2470069,114,0,2.0,Slaven Bilic,141,2,3.0,Hamza Hamzaoğlu,Home,0
2470069,141,2,3.0,Hamza Hamzaoğlu,114,0,2.0,Slaven Bilic,Away,1
2470073,524,3,10.0,Okan Buruk,825,1,13.0,Ertuğrul Sağlam,Away,1
2470073,825,1,13.0,Ertuğrul Sağlam,524,3,10.0,Okan Buruk,Home,0
2470074,126,1,16.0,Hikmet Karaman,2293,1,12.0,Aykut Kocaman,Home,0
2470074,2293,1,12.0,Aykut Kocaman,126,1,16.0,Hikmet Karaman,Away,0
2470078,126,0,16.0,Hikmet Karaman,141,2,3.0,Hamza Hamzaoğlu,Away,0
2470078,141,2,3.0,Hamza Hamzaoğlu,126,0,16.0,Hikmet Karaman,Home,1
2470079,20,3,4.0,Şenol Güneş,2293,2,14.0,Aykut Kocaman,Away,1
2470079,2293,2,14.0,Aykut Kocaman,20,3,4.0,Şenol Güneş,Home,0
2470080,825,2,13.0,Michael Skibbe,19771,2,11.0,Roberto Carlos,Away,0
2470080,19771,2,11.0,Roberto Carlos,825,2,13.0,Michael Skibbe,Home,0
2470086,524,1,7.0,Okan Buruk,2381,3,16.0,Sergen Yalçın,Home,0
2470086,2381,3,16.0,Sergen Yalçın,524,1,7.0,Okan Buruk,Away,1
2470089,825,0,14.0,Michael Skibbe,2293,1,11.0,Aykut Kocaman,Away,0
2470089,2293,1,11.0,Aykut Kocaman,825,0,14.0,Michael Skibbe,Home,1
2470094,20,3,4.0,Şenol Güneş,820,1,11.0,İrfan Buz,Home,1
2470094,820,1,11.0,İrfan Buz,20,3,4.0,Şenol Güneş,Away,0
2470096,2293,1,10.0,Aykut Kocaman,20698,0,18.0,Kemal Özdeş,Away,1
2470096,20698,0,18.0,Kemal Özdeş,2293,1,10.0,Aykut Kocaman,Home,0
2470097,524,1,7.0,Okan Buruk,6894,0,14.0,Mehmet Özdilek,Away,1
2470097,6894,0,14.0,Mehmet Özdilek,524,1,7.0,Okan Buruk,Home,0
2470103,36,5,2.0,İsmail Kartal,524,0,8.0,Okan Buruk,Away,1
2470103,524,0,8.0,Okan Buruk,36,5,2.0,İsmail Kartal,Home,0
2470104,141,3,3.0,Hamza Hamzaoğlu,20698,1,18.0,Kemal Özdeş,Home,1
2470104,20698,1,18.0,Kemal Özdeş,141,3,3.0,Hamza Hamzaoğlu,Away,0
2470107,2293,0,11.0,Aykut Kocaman,2381,1,10.0,Sergen Yalçın,Home,0
2470107,2381,1,10.0,Sergen Yalçın,2293,0,11.0,Aykut Kocaman,Away,1
2470110,820,1,12.0,İrfan Buz,825,2,14.0,Michael Skibbe,Home,0
2470110,825,2,14.0,Michael Skibbe,820,1,12.0,İrfan Buz,Away,1
2470239,2293,0,14.0,Aykut Kocaman,6894,3,15.0,Mehmet Özdilek,Away,0
2470239,6894,3,15.0,Mehmet Özdilek,2293,0,14.0,Aykut Kocaman,Home,1
2470240,524,0,8.0,Okan Buruk,6890,1,4.0,Abdullah Avcı,Away,0
2470240,6890,1,4.0,Abdullah Avcı,524,0,8.0,Okan Buruk,Home,1
2470242,141,3,1.0,Hamza Hamzaoğlu,2381,2,13.0,Sergen Yalçın,Away,1
2470242,2381,2,13.0,Sergen Yalçın,141,3,1.0,Hamza Hamzaoğlu,Home,0
2470246,820,1,9.0,Mesut Bakkal,20698,0,18.0,Kemal Özdeş,Away,1
2470246,20698,0,18.0,Kemal Özdeş,820,1,9.0,Mesut Bakkal,Home,0
2470250,524,0,9.0,Okan Buruk,10484,2,8.0,Shota Arveladze,Home,0
2470250,10484,2,8.0,Shota Arveladze,524,0,9.0,Okan Buruk,Away,1
2470252,36,1,3.0,İsmail Kartal,2293,1,13.0,Aykut Kocaman,Away,0
2470252,2293,1,13.0,Aykut Kocaman,36,1,3.0,İsmail Kartal,Home,0
2470253,141,3,1.0,Hamza Hamzaoğlu,6894,1,16.0,Mehmet Özdilek,Home,1
2470253,6894,1,16.0,Mehmet Özdilek,141,3,1.0,Hamza Hamzaoğlu,Away,0
2470254,820,0,10.0,Mesut Bakkal,2381,0,12.0,Sergen Yalçın,Home,0
2470254,2381,0,12.0,Sergen Yalçın,820,0,10.0,Mesut Bakkal,Away,0
2470257,524,0,10.0,Okan Buruk,1506,0,17.0,Yılmaz Vural,Away,0
2470257,1506,0,17.0,Yılmaz Vural,524,0,10.0,Okan Buruk,Home,0
2470260,36,1,3.0,İsmail Kartal,141,0,1.0,Hamza Hamzaoğlu,Home,1
2470260,141,0,1.0,Hamza Hamzaoğlu,36,1,3.0,İsmail Kartal,Away,0
2470261,2293,0,12.0,Aykut Kocaman,6890,0,5.0,Abdullah Avcı,Away,0
2470261,6890,0,5.0,Abdullah Avcı,2293,0,12.0,Aykut Kocaman,Home,0
2470265,820,4,8.0,Mesut Bakkal,6894,2,16.0,Mehmet Özdilek,Away,1
2470265,6894,2,16.0,Mehmet Özdilek,820,4,8.0,Mesut Bakkal,Home,0
2470266,141,2,2.0,Hamza Hamzaoğlu,6890,2,5.0,Abdullah Avcı,Home,0
2470266,6890,2,5.0,Abdullah Avcı,141,2,2.0,Hamza Hamzaoğlu,Away,0
2470268,449,0,6.0,Ersun Yanal,524,2,9.0,Okan Buruk,Away,0
2470268,524,2,9.0,Okan Buruk,449,0,6.0,Ersun Yanal,Home,1
2470269,36,1,3.0,İsmail Kartal,820,2,8.0,Mesut Bakkal,Away,0
2470269,820,2,8.0,Mesut Bakkal,36,1,3.0,İsmail Kartal,Home,1
2470273,2293,2,12.0,Aykut Kocaman,10484,1,10.0,Shota Arveladze,Home,1
2470273,10484,1,10.0,Shota Arveladze,2293,2,12.0,Aykut Kocaman,Away,0
2470276,1506,0,17.0,Yılmaz Vural,2293,1,10.0,Aykut Kocaman,Home,0
2470276,2293,1,10.0,Aykut Kocaman,1506,0,17.0,Yılmaz Vural,Away,1
2470278,141,3,1.0,Hamza Hamzaoğlu,10484,2,11.0,Jan Wouters,Away,1
2470278,10484,2,11.0,Jan Wouters,141,3,1.0,Hamza Hamzaoğlu,Home,0
2470280,524,1,7.0,Okan Buruk,3216,0,8.0,Rıza Çalımbay,Away,1
2470280,3216,0,8.0,Rıza Çalımbay,524,1,7.0,Okan Buruk,Home,0
2470283,820,1,9.0,Mesut Bakkal,6890,3,4.0,Abdullah Avcı,Away,0
2470283,6890,3,4.0,Abdullah Avcı,820,1,9.0,Mesut Bakkal,Home,1
2470285,524,0,10.0,Okan Buruk,19771,3,11.0,Roberto Carlos,Away,0
2470285,19771,3,11.0,Roberto Carlos,524,0,10.0,Okan Buruk,Home,1
2470286,820,5,8.0,Mesut Bakkal,10484,2,13.0,Jan Wouters,Home,1
2470286,10484,2,13.0,Jan Wouters,820,5,8.0,Mesut Bakkal,Away,0
2470290,449,0,6.0,Ersun Yanal,2293,1,9.0,Aykut Kocaman,Away,0
2470290,2293,1,9.0,Aykut Kocaman,449,0,6.0,Ersun Yanal,Home,1
2470291,141,4,1.0,Hamza Hamzaoğlu,1506,2,17.0,Yılmaz Vural,Home,1
2470291,1506,2,17.0,Yılmaz Vural,141,4,1.0,Hamza Hamzaoğlu,Away,0
2470294,820,1,8.0,Mesut Bakkal,1506,2,16.0,Yılmaz Vural,Away,0
2470294,1506,2,16.0,Yılmaz Vural,820,1,8.0,Mesut Bakkal,Home,1
2470296,141,1,3.0,Hamza Hamzaoğlu,449,2,5.0,Ersun Yanal,Away,0
2470296,449,2,5.0,Ersun Yanal,141,1,3.0,Hamza Hamzaoğlu,Home,1
2470297,524,1,10.0,Okan Buruk,2293,1,9.0,Aykut Kocaman,Home,0
2470297,2293,1,9.0,Aykut Kocaman,524,1,10.0,Okan Buruk,Away,0
2470302,141,1,2.0,Hamza Hamzaoğlu,524,0,10.0,Okan Buruk,Home,1
2470302,524,0,10.0,Okan Buruk,141,1,2.0,Hamza Hamzaoğlu,Away,0
2470303,449,1,6.0,Ersun Yanal,820,1,9.0,Mesut Bakkal,Away,0
2470303,820,1,9.0,Mesut Bakkal,449,1,6.0,Ersun Yanal,Home,0
2470313,524,0,11.0,Okan Buruk,820,3,8.0,Mesut Bakkal,Home,0
2470313,820,3,8.0,Mesut Bakkal,524,0,11.0,Okan Buruk,Away,1
2470315,141,2,2.0,Hamza Hamzaoğlu,19771,0,13.0,Roberto Carlos,Away,1
2470315,19771,0,13.0,Roberto Carlos,141,2,2.0,Hamza Hamzaoğlu,Home,0
2470324,141,1,1.0,Hamza Hamzaoğlu,2293,0,9.0,Aykut Kocaman,Home,1
2470324,2293,0,9.0,Aykut Kocaman,141,1,1.0,Hamza Hamzaoğlu,Away,0
2470325,820,0,8.0,Mesut Bakkal,19771,0,14.0,Roberto Carlos,Home,0
2470325,19771,0,14.0,Roberto Carlos,820,0,8.0,Mesut Bakkal,Away,0
2470331,820,0,9.0,Mesut Bakkal,2293,1,8.0,Aykut Kocaman,Away,0
2470331,2293,1,8.0,Aykut Kocaman,820,0,9.0,Mesut Bakkal,Home,1
2470332,114,1,3.0,Slaven Bilic,19771,1,12.0,Roberto Carlos,Away,0
2470332,19771,1,12.0,Roberto Carlos,114,1,3.0,Slaven Bilic,Home,0
2470339,126,3,15.0,Hikmet Karaman,19771,1,14.0,Roberto Carlos,Home,1
2470339,19771,1,14.0,Roberto Carlos,126,3,15.0,Hikmet Karaman,Away,0
2470346,141,1,1.0,Hamza Hamzaoğlu,820,0,9.0,Mesut Bakkal,Home,1
2470346,820,0,9.0,Mesut Bakkal,141,1,1.0,Hamza Hamzaoğlu,Away,0
2470348,20,1,5.0,Şenol Güneş,19771,0,14.0,Roberto Carlos,Away,1
2470348,19771,0,14.0,Roberto Carlos,20,1,5.0,Şenol Güneş,Home,0
2470349,820,1,9.0,Mesut Bakkal,3216,2,7.0,Rıza Çalımbay,Home,0
2470349,3216,2,7.0,Rıza Çalımbay,820,1,9.0,Mesut Bakkal,Away,1
2470350,114,0,3.0,Slaven Bilic,141,2,1.0,Hamza Hamzaoğlu,Away,0
2470350,141,2,1.0,Hamza Hamzaoğlu,114,0,3.0,Slaven Bilic,Home,1
2470359,126,1,15.0,Hikmet Karaman,141,1,1.0,Hamza Hamzaoğlu,Home,0
2470359,141,1,1.0,Hamza Hamzaoğlu,126,1,15.0,Hikmet Karaman,Away,0
2470361,825,1,11.0,Michael Skibbe,19771,3,12.0,Roberto Carlos,Home,0
2470361,19771,3,12.0,Roberto Carlos,825,1,11.0,Michael Skibbe,Away,1
2473697,16,2,,Jürgen Klopp,27,0,,Pep Guardiola,Home,1
2473697,27,0,,Pep Guardiola,16,2,,Jürgen Klopp,Away,0
2475181,1050,2,4.0,Marcelino,3368,0,17.0,José Luis Mendilibar,Away,1
2475181,3368,0,17.0,José Luis Mendilibar,1050,2,4.0,Marcelino,Home,0
2475187,621,0,14.0,Ernesto Valverde,1084,1,7.0,Javi Gracia,Away,0
2475187,1084,1,7.0,Javi Gracia,621,0,14.0,Ernesto Valverde,Home,1
2475190,1049,3,2.0,Nuno Espírito Santo,1084,0,9.0,Javi Gracia,Home,1
2475190,1084,0,9.0,Javi Gracia,1049,3,2.0,Nuno Espírito Santo,Away,0
2475209,1084,0,11.0,Javi Gracia,3368,0,19.0,José Luis Mendilibar,Home,0
2475209,3368,0,19.0,José Luis Mendilibar,1084,0,11.0,Javi Gracia,Away,0
2475210,714,2,17.0,Sergio,1084,2,10.0,Javi Gracia,Home,0
2475210,1084,2,10.0,Javi Gracia,714,2,17.0,Sergio,Away,0
2475219,131,5,1.0,Luis Enrique,3368,0,20.0,José Luis Mendilibar,Away,1
2475219,3368,0,20.0,José Luis Mendilibar,131,5,1.0,Luis Enrique,Home,0
2475228,3368,1,16.0,José Luis Mendilibar,16795,0,8.0,Joaquín Caparrós,Away,1
2475228,16795,0,8.0,Joaquín Caparrós,3368,1,16.0,José Luis Mendilibar,Home,0
2475230,1084,0,13.0,Javi Gracia,3709,1,12.0,Cosmin Contra,Away,0
2475230,3709,1,12.0,Cosmin Contra,1084,0,13.0,Javi Gracia,Home,1
2475238,367,2,10.0,Paco Jémez,3368,0,19.0,José Luis Mendilibar,Away,1
2475238,3368,0,19.0,José Luis Mendilibar,367,2,10.0,Paco Jémez,Home,0
2475249,1084,2,9.0,Javi Gracia,16795,1,12.0,Joaquín Caparrós,Home,1
2475249,16795,1,12.0,Joaquín Caparrós,1084,2,9.0,Javi Gracia,Away,0
2475266,940,3,6.0,Eduardo Berizzo,3368,0,20.0,Lucas Alcaraz,Home,1
2475266,3368,0,20.0,Lucas Alcaraz,940,3,6.0,Eduardo Berizzo,Away,0
2475269,367,0,9.0,Paco Jémez,1084,4,7.0,Javi Gracia,Away,0
2475269,1084,4,7.0,Javi Gracia,367,0,9.0,Paco Jémez,Home,1
2475276,3302,1,18.0,Francisco Rodríguez,3368,2,17.0,Lucas Alcaraz,Away,0
2475276,3368,2,17.0,Lucas Alcaraz,3302,1,18.0,Francisco Rodríguez,Home,1
2475285,368,1,5.0,Unai Emery,3368,1,18.0,Lucas Alcaraz,Home,0
2475285,3368,1,18.0,Lucas Alcaraz,368,1,5.0,Unai Emery,Away,0
2475290,13,3,3.0,Diego Simeone,1084,1,6.0,Javi Gracia,Home,1
2475290,1084,1,6.0,Javi Gracia,13,3,3.0,Diego Simeone,Away,0
2475295,1049,1,4.0,Nuno Espírito Santo,3368,2,13.0,Lucas Alcaraz,Away,0
2475295,3368,2,13.0,Lucas Alcaraz,1049,1,4.0,Nuno Espírito Santo,Home,1
2475304,714,2,12.0,Sergio,3368,1,15.0,Lucas Alcaraz,Home,1
2475304,3368,1,15.0,Lucas Alcaraz,714,2,12.0,Sergio,Away,0
2475309,418,2,1.0,Carlo Ancelotti,1084,1,7.0,Javi Gracia,Away,1
2475309,1084,1,7.0,Javi Gracia,418,2,1.0,Carlo Ancelotti,Home,0
2475310,897,0,18.0,Víctor Fernández,1084,1,7.0,Javi Gracia,Home,0
2475310,1084,1,7.0,Javi Gracia,897,0,18.0,Víctor Fernández,Away,1
2475314,3368,1,15.0,Lucas Alcaraz,3709,1,12.0,Cosmin Contra,Home,0
2475314,3709,1,12.0,Cosmin Contra,3368,1,15.0,Lucas Alcaraz,Away,0
2475323,993,0,18.0,Miroslav Djukic,3368,0,15.0,Lucas Alcaraz,Home,0
2475323,3368,0,15.0,Lucas Alcaraz,993,0,18.0,Miroslav Djukic,Away,0
2475329,940,0,9.0,Eduardo Berizzo,1084,1,7.0,Javi Gracia,Away,0
2475329,1084,1,7.0,Javi Gracia,940,0,9.0,Eduardo Berizzo,Home,1
2475330,1084,2,7.0,Javi Gracia,1531,1,20.0,Fran Escribá,Away,1
2475330,1531,1,20.0,Fran Escribá,1084,2,7.0,Javi Gracia,Home,0
2475333,681,1,14.0,David Moyes,3368,1,15.0,Lucas Alcaraz,Away,0
2475333,3368,1,15.0,Lucas Alcaraz,681,1,14.0,David Moyes,Home,0
2475342,13,3,3.0,Diego Simeone,3368,1,16.0,Lucas Alcaraz,Home,1
2475342,3368,1,16.0,Lucas Alcaraz,13,3,3.0,Diego Simeone,Away,0
2475352,897,0,16.0,Víctor Fernández,3368,0,17.0,Lucas Alcaraz,Away,0
2475352,3368,0,17.0,Lucas Alcaraz,897,0,16.0,Víctor Fernández,Home,0
2475361,1531,1,17.0,Fran Escribá,3368,0,18.0,Lucas Alcaraz,Home,1
2475361,3368,0,18.0,Lucas Alcaraz,1531,1,17.0,Fran Escribá,Away,0
2475371,1050,1,6.0,Marcelino,3368,0,18.0,Lucas Alcaraz,Home,1
2475371,3368,0,18.0,Lucas Alcaraz,1050,1,6.0,Marcelino,Away,0
2475389,621,2,12.0,Ernesto Valverde,3368,0,19.0,Lucas Alcaraz,Away,1
2475389,3368,0,19.0,Lucas Alcaraz,621,2,12.0,Ernesto Valverde,Home,0
2475466,3302,1,19.0,Juan Ignacio Martínez,3368,4,16.0,Lucas Alcaraz,Home,0
2475466,3368,4,16.0,Lucas Alcaraz,3302,1,19.0,Juan Ignacio Martínez,Away,1
2475485,1049,3,4.0,Nuno Espírito Santo,3368,0,17.0,Lucas Alcaraz,Home,1
2475485,3368,0,17.0,Lucas Alcaraz,1049,3,4.0,Nuno Espírito Santo,Away,0
2475532,13,2,3.0,Diego Simeone,3368,2,14.0,Lucas Alcaraz,Away,0
2475532,3368,2,14.0,Lucas Alcaraz,13,2,3.0,Diego Simeone,Home,0
2478430,265,0,,Giannis Anastasiou,3057,0,,Guy Luzon,Away,0
2478430,3057,0,,Guy Luzon,265,0,,Giannis Anastasiou,Home,0
2478444,265,1,,Giannis Anastasiou,3057,2,,Guy Luzon,Home,0
2478444,3057,2,,Guy Luzon,265,1,,Giannis Anastasiou,Away,1
2478480,631,2,3.0,José Mourinho,1003,0,16.0,Nigel Pearson,Home,1
2478480,1003,0,16.0,Nigel Pearson,631,2,3.0,José Mourinho,Away,0
2478481,379,3,8.0,Sam Allardyce,873,1,18.0,Keith Millen,Away,1
2478481,873,1,18.0,Keith Millen,379,3,8.0,Sam Allardyce,Home,0
2478484,11,2,5.0,Arsène Wenger,29,2,10.0,Roberto Martínez,Away,0
2478484,29,2,10.0,Roberto Martínez,11,2,5.0,Arsène Wenger,Home,0
2478486,148,4,1.0,Mauricio Pochettino,1039,0,20.0,Harry Redknapp,Home,1
2478486,1039,0,20.0,Harry Redknapp,148,4,1.0,Mauricio Pochettino,Away,0
2478487,289,1,11.0,Gustavo Poyet,985,1,13.0,Louis van Gaal,Home,0
2478487,985,1,13.0,Louis van Gaal,289,1,11.0,Gustavo Poyet,Away,0
2478488,31,1,9.0,Brendan Rodgers,281,3,2.0,Manuel Pellegrini,Away,0
2478488,281,3,2.0,Manuel Pellegrini,31,1,9.0,Brendan Rodgers,Home,1
2478590,506,1,6.0,Massimiliano Allegri,862,0,16.0,Eugenio Corini,Away,1
2478590,862,0,16.0,Eugenio Corini,506,1,6.0,Massimiliano Allegri,Home,0
2478592,5,3,1.0,Filippo Inzaghi,398,1,17.0,Stefano Pioli,Home,1
2478592,398,1,17.0,Stefano Pioli,5,3,1.0,Filippo Inzaghi,Away,0
2478594,12,2,2.0,Rudi Garcia,430,0,19.0,Vincenzo Montella,Home,1
2478594,430,0,19.0,Vincenzo Montella,12,2,2.0,Rudi Garcia,Away,0
2478599,12,1,3.0,Rudi Garcia,749,0,19.0,Maurizio Sarri,Away,1
2478599,749,0,19.0,Maurizio Sarri,12,1,3.0,Rudi Garcia,Home,0
2478603,410,0,8.0,Andrea Stramaccioni,506,2,2.0,Massimiliano Allegri,Away,0
2478603,506,2,2.0,Massimiliano Allegri,410,0,8.0,Andrea Stramaccioni,Home,1
2478604,398,3,9.0,Stefano Pioli,1429,0,12.0,Pierpaolo Bisoli,Home,1
2478604,1429,0,12.0,Pierpaolo Bisoli,398,3,9.0,Stefano Pioli,Away,0
2478612,5,0,4.0,Filippo Inzaghi,506,1,2.0,Massimiliano Allegri,Home,0
2478612,506,1,2.0,Massimiliano Allegri,5,0,4.0,Filippo Inzaghi,Away,1
2478614,12,2,1.0,Rudi Garcia,1390,0,17.0,Zdenek Zeman,Home,1
2478614,1390,0,17.0,Zdenek Zeman,12,2,1.0,Rudi Garcia,Away,0
2478623,506,3,1.0,Massimiliano Allegri,1429,0,13.0,Pierpaolo Bisoli,Home,1
2478623,1429,0,13.0,Pierpaolo Bisoli,506,3,1.0,Massimiliano Allegri,Away,0
2478624,398,0,15.0,Stefano Pioli,410,1,3.0,Andrea Stramaccioni,Home,0
2478624,410,1,3.0,Andrea Stramaccioni,398,0,15.0,Stefano Pioli,Away,1
2478628,506,3,1.0,Massimiliano Allegri,800,0,15.0,Stefano Colantuono,Away,1
2478628,800,0,15.0,Stefano Colantuono,506,3,1.0,Massimiliano Allegri,Home,0
2478634,12,2,2.0,Rudi Garcia,276,0,7.0,Andrea Mandorlini,Home,1
2478634,276,0,7.0,Andrea Mandorlini,12,2,2.0,Rudi Garcia,Away,0
2478641,12,2,2.0,Rudi Garcia,506,3,1.0,Massimiliano Allegri,Away,0
2478641,506,3,1.0,Massimiliano Allegri,12,2,2.0,Rudi Garcia,Home,1
2478642,398,3,8.0,Stefano Pioli,6574,2,19.0,Eusebio Di Francesco,Home,1
2478642,6574,2,19.0,Eusebio Di Francesco,398,3,8.0,Stefano Pioli,Away,0
2478650,398,2,6.0,Stefano Pioli,430,0,9.0,Vincenzo Montella,Away,1
2478650,430,0,9.0,Vincenzo Montella,398,2,6.0,Stefano Pioli,Home,0
2478655,12,3,2.0,Rudi Garcia,862,0,18.0,Eugenio Corini,Home,1
2478655,862,0,18.0,Eugenio Corini,12,3,2.0,Rudi Garcia,Away,0
2478656,506,1,1.0,Massimiliano Allegri,6574,1,19.0,Eusebio Di Francesco,Away,0
2478656,6574,1,19.0,Eusebio Di Francesco,506,1,1.0,Massimiliano Allegri,Home,0
2478661,458,0,17.0,Giuseppe Iachini,506,2,1.0,Massimiliano Allegri,Away,0
2478661,506,2,1.0,Massimiliano Allegri,458,0,17.0,Giuseppe Iachini,Home,1
2478662,398,2,6.0,Stefano Pioli,416,1,12.0,Gian Piero Ventura,Home,1
2478662,416,1,12.0,Gian Piero Ventura,398,2,6.0,Stefano Pioli,Away,0
2478671,252,1,9.0,Gian Piero Gasperini,506,0,1.0,Massimiliano Allegri,Home,1
2478671,506,0,1.0,Massimiliano Allegri,252,1,9.0,Gian Piero Gasperini,Away,0
2478672,276,1,11.0,Andrea Mandorlini,398,1,6.0,Stefano Pioli,Home,0
2478672,398,1,6.0,Stefano Pioli,276,1,11.0,Andrea Mandorlini,Away,0
2478675,12,2,2.0,Rudi Garcia,1429,0,18.0,Pierpaolo Bisoli,Home,1
2478675,1429,0,18.0,Pierpaolo Bisoli,12,2,2.0,Rudi Garcia,Away,0
2478680,506,2,1.0,Massimiliano Allegri,749,0,17.0,Maurizio Sarri,Away,1
2478680,749,0,17.0,Maurizio Sarri,506,2,1.0,Massimiliano Allegri,Home,0
2478681,398,4,3.0,Stefano Pioli,1390,2,16.0,Zdenek Zeman,Home,1
2478681,1390,2,16.0,Zdenek Zeman,398,4,3.0,Stefano Pioli,Away,0
2478690,398,1,6.0,Stefano Pioli,749,2,17.0,Maurizio Sarri,Away,0
2478690,749,2,17.0,Maurizio Sarri,398,1,6.0,Stefano Pioli,Home,1
2478693,130,0,20.0,Roberto Donadoni,506,7,1.0,Massimiliano Allegri,Away,0
2478693,506,7,1.0,Massimiliano Allegri,130,0,20.0,Roberto Donadoni,Home,1
2478695,12,3,2.0,Rudi Garcia,416,0,14.0,Gian Piero Ventura,Home,1
2478695,416,0,14.0,Gian Piero Ventura,12,3,2.0,Rudi Garcia,Away,0
2478698,12,2,2.0,Rudi Garcia,800,1,17.0,Stefano Colantuono,Away,1
2478698,800,1,17.0,Stefano Colantuono,12,2,2.0,Rudi Garcia,Home,0
2478702,398,0,6.0,Stefano Pioli,506,3,1.0,Massimiliano Allegri,Home,0
2478702,506,3,1.0,Massimiliano Allegri,398,0,6.0,Stefano Pioli,Away,1
2478710,398,0,7.0,Stefano Pioli,862,0,18.0,Rolando Maran,Away,0
2478710,862,0,18.0,Rolando Maran,398,0,7.0,Stefano Pioli,Home,0
2478712,416,1,15.0,Gian Piero Ventura,506,2,1.0,Massimiliano Allegri,Away,0
2478712,506,2,1.0,Massimiliano Allegri,416,1,15.0,Gian Piero Ventura,Home,1
2478725,130,1,20.0,Roberto Donadoni,398,2,6.0,Stefano Pioli,Home,0
2478725,398,2,6.0,Stefano Pioli,130,1,20.0,Roberto Donadoni,Away,1
2478732,506,1,1.0,Massimiliano Allegri,1038,1,3.0,Siniša Mihajlović,Home,0
2478732,1038,1,3.0,Siniša Mihajlović,506,1,1.0,Massimiliano Allegri,Away,0
2478733,398,3,5.0,Stefano Pioli,800,0,15.0,Stefano Colantuono,Home,1
2478733,800,0,15.0,Stefano Colantuono,398,3,5.0,Stefano Pioli,Away,0
2478739,506,3,1.0,Massimiliano Allegri,1390,1,18.0,Zdenek Zeman,Away,1
2478739,1390,1,18.0,Zdenek Zeman,506,3,1.0,Massimiliano Allegri,Home,0
2478742,46,2,11.0,Roberto Mancini,398,2,3.0,Stefano Pioli,Home,0
2478742,398,2,3.0,Stefano Pioli,46,2,11.0,Roberto Mancini,Away,0
2478752,46,1,12.0,Roberto Mancini,506,1,1.0,Massimiliano Allegri,Away,0
2478752,506,1,1.0,Massimiliano Allegri,46,1,12.0,Roberto Mancini,Home,0
2478763,506,3,1.0,Massimiliano Allegri,6195,1,4.0,Rafael Benítez,Away,1
2478763,6195,1,4.0,Rafael Benítez,506,3,1.0,Massimiliano Allegri,Home,0
2478764,12,2,2.0,Rudi Garcia,398,2,3.0,Stefano Pioli,Home,0
2478764,398,2,3.0,Stefano Pioli,12,2,2.0,Rudi Garcia,Away,0
2478773,398,0,5.0,Stefano Pioli,6195,1,3.0,Rafael Benítez,Home,0
2478773,6195,1,3.0,Rafael Benítez,398,0,5.0,Stefano Pioli,Away,1
2478780,506,2,1.0,Massimiliano Allegri,862,0,18.0,Rolando Maran,Home,1
2478780,862,0,18.0,Rolando Maran,506,2,1.0,Massimiliano Allegri,Away,0
